gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class,PreviousGrade,ExtracurricularActivities,LearningStyle,PersonalityType,MotivationLevel,ComputerUsage,InternetAccess,Friendships,PeerInfluence,ParentalEducation,ParentTeacherMeetings,PhysicalActivity,SleepDuration,AttitudeTowardsSubjects,BehavioralIssues,raisedhands,VisITedResources,AnnouncementsView,Discussion
F,uk,UK,highlevel,G-06,E,IT,S,Father,No,Good,Above-7,L,D,No,Kinesthetic,Extrovert,High,High,No,Many,Negative,Master,No,Moderate,Insufficient,Negative,No,87,49,7,29
M,us,Saudi Arabia,lowerlevel,G-06,D,Math,S,Guardian,Yes,Bad,Above-7,M,E,No,Auditory,Introvert,Low,Low,No,Many,Negative,HighSchool,No,Inactive,Insufficient,Positive,Yes,26,40,10,48
M,fr,Saudi Arabia,middlelevel,G-05,C,Science,F,Guardian,Yes,Good,Under-7,M,C,Yes,Auditory,Introvert,Low,High,Yes,Some,Negative,Bachelor,No,Moderate,Insufficient,Neutral,No,23,9,6,49
M,saudi,France,preschool,G-04,D,English,S,Guardian,Yes,Bad,Above-7,L,B,Yes,Auditory,Extrovert,High,Medium,Yes,Many,Negative,HighSchool,Yes,Inactive,Adequate,Positive,No,42,38,13,45
F,fr,Saudi Arabia,lowerlevel,G-05,C,IT,S,Father,Yes,Good,Under-7,H,B,No,Visual,Introvert,High,Medium,Yes,Some,Neutral,PhD,No,Active,Adequate,Negative,No,75,5,6,40
F,saudi,China,preschool,G-06,C,IT,S,Father,No,Good,Under-7,L,C,Yes,Kinesthetic,Introvert,Low,Low,No,Many,Negative,Bachelor,Yes,Inactive,Insufficient,Neutral,Yes,21,84,4,29
M,uk,UK,highlevel,G-07,E,Math,F,Father,No,Bad,Above-7,M,A,Yes,Auditory,Introvert,High,Medium,No,None,Positive,Master,No,Active,Insufficient,Neutral,No,53,1,12,49
F,cn,UK,preschool,G-04,B,History,F,Guardian,Yes,Good,Above-7,L,D,Yes,Visual,Extrovert,Medium,High,Yes,None,Negative,Bachelor,No,Active,Insufficient,Neutral,Yes,31,51,1,9
F,ind,France,lowerlevel,G-06,B,Math,F,Father,Yes,Bad,Above-7,H,E,No,Visual,Extrovert,Medium,High,Yes,Many,Negative,Bachelor,Yes,Active,Adequate,Positive,Yes,5,40,5,22
F,us,France,highlevel,G-07,A,History,S,Mother,Yes,Good,Above-7,L,D,No,Visual,Extrovert,Low,Medium,Yes,Some,Negative,Master,Yes,Active,Adequate,Neutral,No,46,33,15,29
M,uk,China,lowerlevel,G-04,B,History,F,Father,No,Good,Under-7,M,C,No,Kinesthetic,Extrovert,Medium,Medium,No,None,Neutral,Bachelor,Yes,Inactive,Insufficient,Negative,Yes,73,34,4,32
F,fr,Saudi Arabia,lowerlevel,G-07,E,IT,S,Father,No,Bad,Under-7,L,D,No,Auditory,Introvert,Low,Low,No,None,Neutral,Master,Yes,Inactive,Insufficient,Negative,No,44,61,5,17
F,fr,USA,highlevel,G-07,E,History,F,Mother,No,Bad,Under-7,L,A,Yes,Visual,Extrovert,High,Low,Yes,None,Negative,PhD,No,Active,Insufficient,Negative,Yes,67,37,18,43
F,fr,USA,preschool,G-07,C,Science,S,Father,No,Bad,Under-7,H,A,No,Visual,Extrovert,Low,Medium,Yes,Many,Positive,Bachelor,No,Inactive,Adequate,Neutral,Yes,19,99,17,24
M,saudi,France,highlevel,G-07,B,History,F,Mother,Yes,Bad,Above-7,L,A,No,Visual,Introvert,Medium,High,No,None,Neutral,HighSchool,No,Moderate,Insufficient,Negative,Yes,92,64,3,5
M,fr,UK,middlelevel,G-04,A,History,F,Mother,Yes,Good,Above-7,L,B,Yes,Auditory,Extrovert,Low,High,No,Many,Negative,PhD,No,Inactive,Adequate,Positive,Yes,54,51,8,2
F,ind,UK,lowerlevel,G-04,D,History,F,Mother,Yes,Good,Under-7,H,B,No,Auditory,Introvert,Medium,Medium,Yes,Some,Positive,Master,Yes,Moderate,Adequate,Neutral,Yes,76,41,14,30
F,cn,China,preschool,G-04,A,History,S,Mother,No,Bad,Under-7,H,B,No,Auditory,Extrovert,High,Medium,Yes,Many,Neutral,Master,Yes,Active,Adequate,Positive,Yes,71,40,8,21
M,us,India,highlevel,G-06,E,History,F,Guardian,Yes,Bad,Above-7,M,D,Yes,Visual,Extrovert,Medium,Low,Yes,Many,Negative,Master,Yes,Inactive,Insufficient,Neutral,No,37,71,12,29
M,uk,France,lowerlevel,G-04,E,History,F,Father,No,Good,Under-7,H,E,No,Kinesthetic,Extrovert,High,High,Yes,None,Positive,PhD,No,Active,Adequate,Positive,No,81,92,15,45
M,uk,Saudi Arabia,lowerlevel,G-04,A,English,S,Mother,No,Good,Under-7,H,D,Yes,Auditory,Extrovert,Low,High,No,Some,Negative,PhD,Yes,Active,Adequate,Neutral,Yes,23,92,5,8
M,ind,UK,middlelevel,G-06,B,History,F,Father,Yes,Good,Above-7,L,B,Yes,Visual,Extrovert,Medium,Low,Yes,Some,Positive,PhD,No,Inactive,Adequate,Positive,No,61,99,11,17
M,us,China,highlevel,G-06,B,Math,S,Father,No,Bad,Under-7,M,B,No,Kinesthetic,Introvert,Medium,High,Yes,None,Positive,HighSchool,No,Active,Adequate,Neutral,Yes,80,69,16,29
M,fr,France,middlelevel,G-05,A,History,S,Mother,No,Good,Above-7,H,A,Yes,Kinesthetic,Introvert,High,High,Yes,None,Positive,Master,Yes,Inactive,Insufficient,Positive,Yes,58,61,20,11
M,fr,France,lowerlevel,G-05,B,Science,S,Father,No,Bad,Under-7,M,E,No,Auditory,Introvert,Low,High,Yes,Some,Neutral,Bachelor,No,Inactive,Adequate,Positive,No,64,42,8,29
M,saudi,India,preschool,G-05,B,Math,F,Mother,No,Good,Above-7,M,E,No,Auditory,Introvert,Medium,Medium,Yes,Some,Neutral,Master,No,Moderate,Adequate,Neutral,Yes,67,77,16,4
M,uk,China,middlelevel,G-06,E,Math,F,Father,No,Bad,Above-7,M,D,No,Kinesthetic,Extrovert,High,Medium,Yes,None,Negative,HighSchool,Yes,Inactive,Adequate,Negative,No,52,55,7,6
F,cn,China,preschool,G-06,D,English,S,Father,No,Bad,Under-7,H,B,No,Auditory,Extrovert,High,High,No,None,Positive,Bachelor,Yes,Active,Insufficient,Positive,No,14,72,11,40
F,uk,France,middlelevel,G-07,C,History,S,Guardian,No,Bad,Under-7,M,D,No,Auditory,Introvert,High,Low,No,None,Negative,HighSchool,Yes,Active,Adequate,Negative,No,48,63,20,6
M,ind,China,middlelevel,G-05,D,English,F,Mother,No,Good,Under-7,M,B,No,Visual,Introvert,High,Medium,Yes,Some,Positive,HighSchool,Yes,Moderate,Insufficient,Negative,No,57,52,8,7
F,saudi,India,preschool,G-06,B,IT,S,Guardian,No,Good,Under-7,L,E,No,Auditory,Introvert,Low,Medium,Yes,None,Negative,HighSchool,Yes,Active,Insufficient,Positive,Yes,53,62,1,33
F,ind,China,preschool,G-07,A,History,S,Father,Yes,Good,Above-7,M,B,Yes,Auditory,Extrovert,Low,Low,No,Some,Neutral,PhD,No,Moderate,Insufficient,Positive,Yes,100,67,13,18
F,uk,India,middlelevel,G-07,B,Science,F,Guardian,No,Good,Above-7,M,C,Yes,Auditory,Introvert,High,Low,No,Some,Positive,PhD,No,Inactive,Insufficient,Positive,Yes,89,58,2,33
F,fr,China,middlelevel,G-04,B,English,S,Mother,No,Good,Under-7,L,D,No,Visual,Introvert,High,Medium,No,None,Positive,Master,Yes,Inactive,Adequate,Neutral,Yes,18,26,17,23
M,uk,India,highlevel,G-06,C,Science,F,Mother,No,Good,Above-7,L,B,No,Visual,Extrovert,Low,Low,No,None,Neutral,Master,No,Inactive,Insufficient,Positive,Yes,75,12,15,42
M,cn,UK,preschool,G-07,C,Science,S,Mother,Yes,Bad,Under-7,H,D,Yes,Kinesthetic,Extrovert,Low,High,Yes,None,Negative,Master,No,Inactive,Adequate,Neutral,Yes,72,47,13,47
M,uk,China,highlevel,G-05,C,IT,S,Father,Yes,Good,Under-7,L,E,No,Kinesthetic,Introvert,Medium,Low,Yes,Some,Positive,Master,Yes,Moderate,Adequate,Positive,Yes,0,50,11,44
M,us,China,preschool,G-04,E,History,S,Guardian,Yes,Bad,Above-7,H,C,No,Visual,Extrovert,High,High,No,Some,Positive,PhD,No,Moderate,Insufficient,Positive,No,8,42,6,50
M,saudi,France,middlelevel,G-07,D,IT,F,Father,No,Bad,Under-7,L,A,No,Auditory,Extrovert,High,High,Yes,Some,Negative,PhD,No,Active,Insufficient,Neutral,Yes,95,67,17,19
F,ind,Saudi Arabia,middlelevel,G-06,B,Math,S,Mother,No,Bad,Above-7,M,B,Yes,Visual,Introvert,Low,Low,No,None,Negative,HighSchool,Yes,Inactive,Insufficient,Neutral,No,51,70,4,39
M,ind,UK,middlelevel,G-04,B,English,S,Guardian,Yes,Bad,Above-7,L,D,No,Auditory,Introvert,Medium,Medium,Yes,Many,Neutral,Bachelor,Yes,Inactive,Adequate,Negative,No,90,95,8,43
F,us,Saudi Arabia,highlevel,G-07,A,IT,S,Mother,Yes,Good,Above-7,M,E,Yes,Auditory,Extrovert,High,Low,No,Many,Neutral,Bachelor,No,Active,Insufficient,Neutral,No,75,47,6,31
F,fr,USA,middlelevel,G-06,A,Math,F,Father,No,Good,Above-7,L,B,Yes,Auditory,Extrovert,High,Medium,Yes,Some,Neutral,PhD,No,Moderate,Adequate,Positive,No,0,94,12,22
F,us,China,lowerlevel,G-07,B,Science,F,Mother,No,Bad,Above-7,M,C,No,Kinesthetic,Introvert,Low,Medium,No,Some,Positive,HighSchool,No,Inactive,Adequate,Positive,Yes,47,36,10,24
F,saudi,USA,middlelevel,G-07,E,Science,S,Guardian,No,Bad,Above-7,M,D,No,Kinesthetic,Extrovert,Low,High,Yes,Some,Positive,PhD,Yes,Moderate,Insufficient,Negative,Yes,72,36,4,6
M,cn,Saudi Arabia,lowerlevel,G-06,C,English,S,Guardian,Yes,Good,Under-7,H,D,Yes,Visual,Extrovert,Medium,High,No,Some,Neutral,Bachelor,Yes,Moderate,Adequate,Negative,No,31,71,16,36
M,ind,France,highlevel,G-06,C,Math,F,Father,Yes,Bad,Under-7,L,E,No,Kinesthetic,Introvert,Medium,Medium,No,None,Positive,Bachelor,No,Active,Insufficient,Negative,Yes,55,89,16,22
F,saudi,UK,middlelevel,G-05,E,History,F,Guardian,No,Bad,Under-7,M,D,No,Auditory,Extrovert,Low,High,No,Some,Positive,HighSchool,Yes,Inactive,Insufficient,Positive,Yes,99,99,5,11
F,uk,India,lowerlevel,G-06,D,History,S,Father,Yes,Bad,Under-7,L,C,No,Kinesthetic,Extrovert,High,High,Yes,Some,Positive,Master,Yes,Active,Insufficient,Negative,Yes,4,61,12,27
F,saudi,UK,highlevel,G-04,C,English,F,Mother,Yes,Bad,Under-7,M,B,Yes,Kinesthetic,Extrovert,Medium,Low,No,Some,Negative,PhD,No,Moderate,Insufficient,Negative,Yes,26,99,14,0
F,ind,USA,highlevel,G-05,E,Math,F,Guardian,Yes,Good,Under-7,L,C,No,Auditory,Extrovert,High,Low,No,Some,Negative,HighSchool,Yes,Inactive,Insufficient,Neutral,Yes,23,74,14,6
M,ind,France,middlelevel,G-06,B,IT,F,Mother,Yes,Bad,Above-7,H,E,No,Kinesthetic,Extrovert,Low,Medium,Yes,None,Positive,PhD,No,Active,Insufficient,Positive,No,48,73,18,37
M,ind,Saudi Arabia,lowerlevel,G-07,D,Science,F,Father,Yes,Good,Under-7,M,D,No,Kinesthetic,Introvert,Low,High,Yes,Some,Negative,Bachelor,No,Active,Adequate,Positive,No,46,15,5,46
F,ind,India,lowerlevel,G-06,D,English,S,Father,No,Bad,Under-7,L,D,No,Visual,Extrovert,Medium,Medium,Yes,Many,Neutral,HighSchool,No,Inactive,Insufficient,Neutral,No,100,20,9,13
F,fr,Saudi Arabia,middlelevel,G-04,C,Science,S,Father,No,Bad,Above-7,H,B,Yes,Auditory,Extrovert,Low,Low,Yes,None,Negative,Master,Yes,Inactive,Adequate,Negative,No,89,3,15,26
F,saudi,India,lowerlevel,G-06,C,Math,F,Guardian,Yes,Bad,Under-7,L,A,No,Visual,Introvert,High,High,No,Some,Negative,PhD,Yes,Inactive,Adequate,Negative,Yes,75,26,16,13
F,uk,Saudi Arabia,middlelevel,G-05,A,Science,S,Mother,Yes,Good,Under-7,H,B,No,Kinesthetic,Extrovert,Low,Low,No,Some,Negative,Bachelor,Yes,Moderate,Adequate,Positive,No,100,51,8,37
F,saudi,USA,preschool,G-05,E,Math,S,Guardian,Yes,Bad,Under-7,M,E,Yes,Visual,Introvert,Medium,High,Yes,Some,Positive,PhD,No,Active,Adequate,Positive,No,16,77,19,38
M,cn,India,preschool,G-07,B,History,F,Guardian,No,Good,Above-7,M,C,No,Auditory,Introvert,High,High,Yes,None,Positive,PhD,Yes,Moderate,Adequate,Positive,Yes,53,16,1,24
F,cn,UK,lowerlevel,G-05,C,Science,F,Father,Yes,Bad,Under-7,M,E,No,Auditory,Extrovert,Medium,Medium,Yes,Some,Negative,Master,No,Inactive,Insufficient,Positive,Yes,92,77,7,7
F,fr,India,middlelevel,G-07,B,English,F,Father,No,Good,Under-7,H,D,Yes,Visual,Introvert,High,Low,Yes,None,Positive,PhD,No,Active,Insufficient,Positive,No,17,96,16,5
M,ind,UK,lowerlevel,G-04,D,Science,F,Mother,Yes,Bad,Under-7,L,C,Yes,Auditory,Extrovert,High,Low,Yes,Many,Negative,PhD,Yes,Inactive,Insufficient,Negative,Yes,63,69,10,19
M,cn,Saudi Arabia,lowerlevel,G-05,C,Science,F,Guardian,No,Good,Above-7,M,E,No,Kinesthetic,Extrovert,High,Medium,Yes,Many,Negative,HighSchool,No,Active,Adequate,Positive,No,52,90,16,10
M,fr,India,highlevel,G-05,B,History,F,Father,No,Bad,Under-7,H,B,No,Auditory,Extrovert,High,High,Yes,None,Neutral,Master,Yes,Moderate,Adequate,Positive,Yes,99,25,8,4
F,fr,France,highlevel,G-07,A,History,S,Mother,Yes,Good,Above-7,L,C,Yes,Kinesthetic,Introvert,Medium,Medium,Yes,Some,Positive,Master,Yes,Active,Adequate,Positive,Yes,86,30,0,12
M,uk,France,highlevel,G-05,B,History,F,Father,No,Good,Above-7,L,B,No,Kinesthetic,Extrovert,Low,High,Yes,None,Positive,PhD,No,Inactive,Adequate,Negative,No,98,39,10,11
M,ind,India,highlevel,G-04,E,IT,F,Guardian,No,Bad,Under-7,L,B,No,Visual,Introvert,High,Low,Yes,Some,Positive,Master,No,Active,Insufficient,Negative,No,45,90,3,37
M,cn,India,middlelevel,G-04,D,English,S,Mother,No,Good,Under-7,M,D,No,Auditory,Introvert,Medium,Low,Yes,Some,Positive,Master,No,Inactive,Insufficient,Positive,No,56,12,3,0
F,us,France,preschool,G-05,E,Science,S,Guardian,No,Good,Above-7,M,A,No,Auditory,Extrovert,Medium,Medium,Yes,None,Positive,Master,Yes,Moderate,Insufficient,Neutral,No,83,15,12,39
F,us,India,lowerlevel,G-04,C,Math,F,Guardian,Yes,Bad,Under-7,L,A,No,Kinesthetic,Extrovert,Medium,High,Yes,None,Negative,PhD,No,Inactive,Insufficient,Positive,Yes,40,5,10,37
M,fr,Saudi Arabia,middlelevel,G-05,D,Science,S,Mother,Yes,Bad,Above-7,M,B,No,Visual,Introvert,High,High,No,Some,Positive,Bachelor,No,Inactive,Insufficient,Neutral,No,36,96,12,42
F,fr,India,lowerlevel,G-05,A,History,S,Mother,No,Bad,Above-7,H,E,No,Auditory,Extrovert,Medium,High,No,Some,Positive,Bachelor,No,Active,Insufficient,Neutral,No,81,34,13,31
F,us,France,lowerlevel,G-06,D,History,S,Guardian,No,Good,Above-7,L,B,No,Kinesthetic,Extrovert,Medium,Low,Yes,None,Negative,Master,No,Active,Insufficient,Negative,No,54,71,19,21
M,us,UK,middlelevel,G-06,A,English,S,Father,No,Bad,Under-7,L,B,Yes,Visual,Introvert,Low,High,No,None,Positive,HighSchool,Yes,Active,Insufficient,Positive,No,40,69,8,15
M,uk,Saudi Arabia,middlelevel,G-04,B,IT,S,Guardian,Yes,Bad,Above-7,L,E,No,Kinesthetic,Introvert,Low,Medium,Yes,None,Negative,PhD,Yes,Active,Insufficient,Neutral,Yes,89,12,3,36
F,ind,France,lowerlevel,G-07,C,English,F,Mother,Yes,Bad,Under-7,M,C,Yes,Auditory,Extrovert,Low,High,Yes,Many,Neutral,Bachelor,Yes,Moderate,Adequate,Neutral,No,87,80,3,36
M,uk,Saudi Arabia,lowerlevel,G-04,D,English,F,Guardian,Yes,Good,Above-7,M,D,Yes,Kinesthetic,Extrovert,Medium,High,No,Some,Positive,PhD,No,Active,Insufficient,Positive,No,83,5,10,33
F,ind,Saudi Arabia,middlelevel,G-07,D,Science,S,Father,No,Good,Under-7,H,E,No,Visual,Extrovert,High,High,No,None,Neutral,Bachelor,Yes,Active,Insufficient,Negative,Yes,96,42,2,32
F,fr,Saudi Arabia,lowerlevel,G-04,E,History,F,Mother,Yes,Bad,Under-7,M,B,No,Auditory,Extrovert,Medium,Low,Yes,None,Neutral,Master,Yes,Inactive,Insufficient,Positive,No,34,27,14,28
M,fr,USA,preschool,G-06,C,Math,S,Mother,Yes,Good,Under-7,M,E,No,Auditory,Introvert,Medium,High,No,Some,Positive,Bachelor,No,Inactive,Insufficient,Negative,Yes,81,26,5,16
M,ind,USA,highlevel,G-07,C,History,S,Mother,Yes,Bad,Under-7,M,B,No,Visual,Extrovert,High,Medium,Yes,Some,Positive,HighSchool,No,Active,Insufficient,Negative,No,64,86,7,42
F,saudi,France,middlelevel,G-07,C,History,F,Mother,Yes,Good,Above-7,H,D,No,Visual,Extrovert,Low,High,No,Many,Negative,Master,Yes,Moderate,Insufficient,Negative,Yes,0,84,12,48
M,uk,Saudi Arabia,lowerlevel,G-04,C,IT,F,Guardian,No,Good,Above-7,H,D,Yes,Visual,Introvert,High,Medium,No,Some,Neutral,PhD,Yes,Moderate,Adequate,Negative,No,38,49,1,33
F,saudi,USA,highlevel,G-06,A,Math,F,Father,No,Bad,Under-7,M,E,No,Kinesthetic,Introvert,High,High,No,None,Negative,PhD,No,Active,Adequate,Neutral,No,69,4,5,9
M,us,India,preschool,G-07,D,English,S,Father,Yes,Bad,Under-7,M,B,Yes,Kinesthetic,Introvert,High,Medium,Yes,Many,Positive,HighSchool,Yes,Inactive,Adequate,Neutral,No,26,38,4,36
F,us,USA,highlevel,G-05,A,English,F,Mother,Yes,Good,Under-7,H,E,No,Auditory,Extrovert,High,Low,Yes,Many,Negative,HighSchool,No,Inactive,Adequate,Neutral,Yes,17,59,3,29
M,us,India,preschool,G-06,B,Math,F,Mother,No,Good,Under-7,H,D,No,Auditory,Introvert,High,High,Yes,Many,Neutral,PhD,No,Moderate,Insufficient,Negative,Yes,28,19,14,34
M,ind,USA,preschool,G-06,E,Science,S,Guardian,Yes,Bad,Above-7,H,B,Yes,Visual,Extrovert,Low,Medium,Yes,None,Positive,Master,No,Moderate,Adequate,Neutral,No,56,75,0,29
F,fr,USA,highlevel,G-05,D,Science,S,Mother,No,Bad,Under-7,H,D,Yes,Visual,Introvert,High,High,No,Some,Neutral,Master,No,Moderate,Adequate,Negative,Yes,98,88,0,16
M,uk,India,preschool,G-04,E,History,F,Father,No,Bad,Under-7,M,A,No,Visual,Introvert,High,Medium,Yes,Some,Negative,Bachelor,No,Active,Adequate,Positive,Yes,59,76,12,37
F,fr,India,highlevel,G-04,B,IT,S,Mother,No,Bad,Under-7,H,B,Yes,Visual,Extrovert,Medium,Medium,No,None,Positive,Master,Yes,Inactive,Adequate,Negative,No,14,29,10,13
M,fr,UK,lowerlevel,G-07,D,Science,S,Mother,No,Good,Under-7,M,B,No,Auditory,Introvert,Low,High,Yes,Many,Neutral,Master,Yes,Inactive,Adequate,Negative,No,19,12,16,21
M,fr,Saudi Arabia,lowerlevel,G-07,A,English,S,Guardian,No,Bad,Above-7,H,D,No,Auditory,Introvert,Medium,Low,No,None,Positive,Bachelor,No,Inactive,Adequate,Neutral,Yes,14,32,13,47
F,fr,China,middlelevel,G-06,D,Math,F,Father,No,Bad,Under-7,H,D,Yes,Auditory,Extrovert,High,Medium,No,Many,Positive,Master,Yes,Moderate,Adequate,Neutral,Yes,58,98,12,23
M,fr,USA,highlevel,G-04,B,Science,F,Mother,Yes,Good,Above-7,H,B,No,Auditory,Extrovert,Medium,Low,Yes,None,Negative,Bachelor,No,Moderate,Insufficient,Negative,No,30,16,1,7
M,us,India,lowerlevel,G-05,A,Science,S,Mother,Yes,Good,Above-7,L,C,No,Kinesthetic,Introvert,Medium,Low,No,Many,Positive,HighSchool,Yes,Inactive,Adequate,Positive,No,93,21,14,37
M,saudi,China,lowerlevel,G-04,D,English,S,Father,No,Bad,Above-7,H,E,No,Kinesthetic,Introvert,Medium,High,Yes,None,Negative,PhD,Yes,Inactive,Adequate,Negative,No,59,23,16,6
F,ind,Saudi Arabia,highlevel,G-04,A,Science,S,Guardian,Yes,Bad,Above-7,M,B,Yes,Visual,Introvert,Low,Medium,Yes,Some,Positive,HighSchool,No,Moderate,Insufficient,Neutral,Yes,92,54,10,29
M,uk,UK,preschool,G-04,D,IT,S,Father,Yes,Bad,Above-7,H,E,Yes,Visual,Introvert,High,Low,No,Some,Neutral,Bachelor,Yes,Active,Adequate,Neutral,No,39,25,17,2
F,uk,USA,middlelevel,G-07,D,History,S,Father,No,Bad,Under-7,L,B,Yes,Visual,Introvert,High,High,No,Some,Negative,HighSchool,Yes,Active,Insufficient,Positive,Yes,6,28,10,25
M,ind,China,highlevel,G-07,E,Math,F,Mother,No,Bad,Under-7,H,C,Yes,Auditory,Extrovert,High,Medium,No,Some,Negative,Master,No,Active,Insufficient,Positive,No,53,25,5,30
M,us,China,lowerlevel,G-07,A,History,S,Guardian,Yes,Good,Under-7,L,E,No,Visual,Extrovert,Low,Medium,Yes,None,Positive,PhD,No,Moderate,Adequate,Neutral,Yes,2,34,0,27
F,cn,Saudi Arabia,highlevel,G-06,E,IT,F,Guardian,Yes,Bad,Under-7,H,B,No,Visual,Introvert,Medium,Medium,Yes,Some,Positive,HighSchool,No,Moderate,Adequate,Negative,No,57,96,6,22
F,cn,India,preschool,G-07,B,Math,F,Mother,Yes,Bad,Above-7,H,B,No,Auditory,Extrovert,High,Medium,No,None,Positive,HighSchool,No,Active,Adequate,Negative,No,69,38,16,7
F,fr,Saudi Arabia,middlelevel,G-06,E,English,S,Father,Yes,Bad,Under-7,L,D,No,Kinesthetic,Introvert,Medium,Low,Yes,None,Negative,HighSchool,No,Active,Insufficient,Positive,Yes,25,27,4,30
F,cn,India,lowerlevel,G-05,D,History,F,Mother,Yes,Bad,Above-7,H,B,No,Kinesthetic,Extrovert,High,Low,Yes,Some,Negative,PhD,Yes,Inactive,Adequate,Negative,Yes,65,63,17,24
F,fr,Saudi Arabia,lowerlevel,G-05,D,English,F,Mother,No,Good,Above-7,M,E,Yes,Visual,Extrovert,High,Low,No,None,Negative,HighSchool,No,Active,Adequate,Negative,No,48,71,16,37
M,uk,India,lowerlevel,G-05,E,Math,S,Guardian,No,Bad,Under-7,H,E,No,Visual,Extrovert,High,Low,Yes,Many,Positive,Bachelor,Yes,Active,Insufficient,Neutral,No,6,4,4,43
F,us,France,highlevel,G-04,E,Science,F,Father,Yes,Bad,Above-7,L,D,Yes,Visual,Extrovert,Medium,Low,Yes,Some,Negative,Bachelor,No,Active,Insufficient,Neutral,No,32,10,9,26
M,saudi,Saudi Arabia,lowerlevel,G-05,C,Math,F,Guardian,No,Bad,Above-7,H,B,No,Auditory,Extrovert,Medium,Low,No,Many,Positive,Master,Yes,Active,Adequate,Neutral,Yes,66,80,4,31
M,ind,UK,middlelevel,G-04,C,IT,F,Mother,Yes,Bad,Under-7,L,D,No,Auditory,Extrovert,Low,Medium,No,Some,Positive,HighSchool,Yes,Active,Adequate,Positive,Yes,63,6,6,31
F,uk,India,middlelevel,G-06,A,English,S,Guardian,No,Good,Above-7,H,C,Yes,Kinesthetic,Introvert,High,Low,No,Some,Positive,Master,Yes,Active,Insufficient,Negative,No,31,70,3,13
M,fr,France,lowerlevel,G-06,D,Math,S,Mother,Yes,Good,Above-7,L,C,No,Kinesthetic,Introvert,Medium,Low,Yes,None,Positive,HighSchool,Yes,Inactive,Insufficient,Positive,No,9,25,19,40
F,uk,USA,highlevel,G-04,D,Science,F,Father,Yes,Bad,Above-7,M,D,Yes,Visual,Introvert,Low,Low,No,Some,Neutral,Bachelor,No,Active,Insufficient,Negative,No,32,11,4,30
M,cn,France,preschool,G-06,A,IT,F,Mother,Yes,Bad,Under-7,M,C,No,Visual,Extrovert,High,Medium,Yes,None,Neutral,HighSchool,No,Moderate,Adequate,Neutral,Yes,18,56,5,43
M,uk,USA,middlelevel,G-04,C,Math,F,Father,Yes,Good,Under-7,L,C,Yes,Visual,Introvert,Medium,Medium,Yes,Some,Positive,HighSchool,Yes,Active,Insufficient,Negative,Yes,5,47,11,47
F,ind,Saudi Arabia,middlelevel,G-04,D,History,S,Guardian,No,Bad,Under-7,H,D,No,Auditory,Extrovert,Low,High,Yes,None,Positive,Master,No,Moderate,Insufficient,Positive,Yes,53,82,1,17
F,us,USA,preschool,G-06,B,Science,S,Mother,Yes,Bad,Under-7,M,B,Yes,Auditory,Extrovert,Low,Medium,No,Many,Neutral,PhD,No,Inactive,Adequate,Neutral,No,20,4,12,34
M,saudi,UK,middlelevel,G-05,E,Math,S,Mother,Yes,Good,Above-7,H,E,Yes,Auditory,Introvert,Medium,High,Yes,Some,Neutral,PhD,Yes,Active,Adequate,Neutral,Yes,20,73,11,16
M,saudi,France,preschool,G-06,C,Science,F,Guardian,Yes,Bad,Under-7,L,A,Yes,Visual,Extrovert,Medium,High,No,Many,Positive,PhD,Yes,Active,Insufficient,Positive,Yes,50,22,2,29
F,fr,India,lowerlevel,G-05,C,IT,F,Guardian,No,Good,Above-7,M,C,No,Kinesthetic,Introvert,Medium,High,No,Some,Negative,PhD,No,Inactive,Insufficient,Neutral,Yes,56,55,13,21
F,saudi,China,middlelevel,G-05,A,History,F,Mother,No,Good,Above-7,L,B,No,Auditory,Extrovert,Medium,High,No,Many,Neutral,PhD,Yes,Inactive,Adequate,Negative,No,41,77,20,38
F,uk,USA,middlelevel,G-04,A,Math,S,Guardian,Yes,Good,Under-7,H,C,Yes,Kinesthetic,Extrovert,Medium,Medium,Yes,Some,Positive,Bachelor,No,Active,Adequate,Neutral,No,2,94,11,45
F,uk,UK,highlevel,G-04,D,English,S,Mother,Yes,Bad,Under-7,M,E,Yes,Kinesthetic,Extrovert,Low,High,No,Some,Positive,PhD,Yes,Active,Adequate,Neutral,Yes,27,95,2,0
M,saudi,China,preschool,G-06,C,IT,F,Father,No,Bad,Under-7,M,D,No,Auditory,Extrovert,Low,Low,No,Some,Neutral,PhD,Yes,Active,Adequate,Positive,No,43,33,17,38
M,cn,Saudi Arabia,middlelevel,G-06,C,History,S,Mother,Yes,Good,Above-7,H,E,Yes,Auditory,Introvert,Medium,Medium,No,Many,Negative,HighSchool,Yes,Inactive,Insufficient,Neutral,Yes,59,42,12,10
F,saudi,USA,middlelevel,G-04,B,IT,S,Mother,Yes,Bad,Under-7,M,A,No,Kinesthetic,Introvert,High,Low,No,Some,Positive,HighSchool,No,Inactive,Adequate,Neutral,Yes,27,8,15,8
M,cn,India,preschool,G-04,D,IT,S,Guardian,No,Good,Under-7,L,C,Yes,Auditory,Introvert,Low,Medium,No,None,Negative,HighSchool,No,Inactive,Insufficient,Neutral,Yes,54,71,18,31
